"start_time","rest","light","moderate","vigorous"
"0",60,0,0,0
"1",60,0,0,0
"2",60,0,0,0
"3",60,0,0,0
"4",60,0,0,0
"5",60,0,0,0
"6",60,0,0,0
"7",56,1,3,0
"8",59,0,1,0
"9",40,8,12,0
"10",46,2,11,1
"11",42,6,11,1
"12",33,5,22,0
"13",48,4,8,0
"14",28,9,23,0
"15",26,8,21,5
"16",19,3,31,7
"17",23,4,29,4
"18",16,21,18,5
"19",26,8,20,6
"20",36,8,14,2
"21",38,2,16,4
"22",53,0,7,0
"23",60,0,0,0
