"start_time","rest","light","moderate","vigorous"
"0",60,0,0,0
"1",60,0,0,0
"2",60,0,0,0
"3",60,0,0,0
"4",60,0,0,0
"5",55,2,3,0
"6",53,2,5,0
"7",45,4,11,0
"8",34,5,19,2
"9",22,9,25,4
"10",18,8,27,7
"11",13,5,33,9
"12",15,7,33,5
"13",21,11,28,0
"14",26,8,23,3
"15",28,5,24,3
"16",19,4,29,8
"17",19,5,25,11
"18",35,6,18,1
"19",42,6,12,0
"20",45,5,9,1
"21",46,4,9,1
"22",60,0,0,0
"23",60,0,0,0
